timestamp,value,value_raw
1985-03-25 07:00:00.000000000,40.083908583122806,40.0
1985-03-25 07:00:24.545454545,39.973372183953614,40.0
1985-03-25 07:00:49.090909090,39.91851953474184,40.0
1985-03-25 07:01:13.636363636,39.90836163673966,40.0
1985-03-25 07:01:38.181818181,39.931909491199264,40.0
1985-03-25 07:02:02.727272727,39.978174099372836,40.0
1985-03-25 07:02:27.272727272,40.03616646251256,40.0
1985-03-25 07:02:51.818181818,40.094897581870626,40.0
1985-03-25 07:03:16.363636363,40.14337845869922,40.0
1985-03-25 07:03:40.909090909,40.17062009425052,40.0
1985-03-25 07:04:05.454545454,40.165633489776226,40.0
1985-03-25 07:04:30.000000000,40.005377710706526,40.0
1985-03-25 07:04:54.545454545,39.78596711385941,40.0
1985-03-25 07:05:19.090909090,39.518157120648965,40.0
1985-03-25 07:05:43.636363636,39.212703152489254,40.0
1985-03-25 07:06:08.181818181,38.880360630794364,40.0
1985-03-25 07:06:32.727272727,38.53188497697836,40.0
1985-03-25 07:06:57.272727272,38.17803161245532,36.70991658943466
1985-03-25 07:07:21.818181818,37.82955595863931,36.70991658943466
1985-03-25 07:07:46.363636363,37.49721343694442,36.70991658943466
1985-03-25 07:08:10.909090909,37.19175946878471,36.70991658943466
1985-03-25 07:08:35.454545454,36.92394947557426,36.70991658943466
1985-03-25 07:09:00.000000000,36.735623561461914,36.70991658943466
1985-03-25 07:09:24.545454545,36.589183196940986,36.70991658943466
1985-03-25 07:09:49.090909090,36.497201621129356,36.70991658943466
1985-03-25 07:10:13.636363636,36.474842463372774,36.70991658943466
1985-03-25 07:10:38.181818181,36.53064946687904,36.70991658943466
1985-03-25 07:11:02.727272727,36.67734735557467,36.70991658943466
1985-03-25 07:11:27.272727272,36.62822083212982,36.70991658943466
1985-03-25 07:11:51.818181818,36.57318640114766,36.70991658943466
1985-03-25 07:12:16.363636363,36.51406188033198,36.70991658943466
1985-03-25 07:12:40.909090909,36.45266508738657,36.70991658943466
1985-03-25 07:13:05.454545454,36.39081384001521,36.15384615384615
1985-03-25 07:13:30.000000000,36.33032595592169,36.15384615384615
1985-03-25 07:13:54.545454545,36.2730192528098,36.15384615384615
1985-03-25 07:14:19.090909090,36.22071154838333,36.10750695088044
1985-03-25 07:14:43.636363636,36.17522066034605,36.10750695088044
1985-03-25 07:15:08.181818181,36.13836440640176,36.10750695088044
1985-03-25 07:15:32.727272727,36.11455099448215,36.15384615384615
1985-03-25 07:15:57.272727272,36.10156874638094,36.15384615384615
1985-03-25 07:16:21.818181818,36.19205062258695,36.15384615384615
1985-03-25 07:16:46.363636363,36.246933568760454,36.15384615384615
1985-03-25 07:17:10.909090909,36.273488855716614,36.15384615384615
1985-03-25 07:17:35.454545454,36.228815985646044,36.15384615384615
1985-03-25 07:18:00.000000000,36.149453094394865,36.15384615384615
1985-03-25 07:18:24.545454545,36.04344402530234,36.15384615384615
1985-03-25 07:18:49.090909090,35.908031754851066,36.15384615384615
1985-03-25 07:19:13.636363636,35.75126012638029,36.15384615384615
1985-03-25 07:19:38.181818181,35.581172983229266,36.10750695088044
1985-03-25 07:20:02.727272727,35.40337526331801,36.10750695088044
1985-03-25 07:20:27.272727272,35.22103299914729,34.48563484708063
1985-03-25 07:20:51.818181818,35.03990261344576,34.48563484708063
1985-03-25 07:21:16.363636363,34.86315013871419,34.48563484708063
1985-03-25 07:21:40.909090909,34.70056149359129,34.48563484708063
1985-03-25 07:22:05.454545454,34.557741615997074,34.48563484708063
1985-03-25 07:22:30.000000000,34.442885834079455,34.43929564411492
1985-03-25 07:22:54.545454545,34.36275037030417,34.43929564411492
1985-03-25 07:23:19.090909090,34.315032655579756,34.43929564411492
1985-03-25 07:23:43.636363636,35.062186028798024,34.39295644114921
1985-03-25 07:24:08.181818181,35.50459741245723,34.39295644114921
1985-03-25 07:24:32.727272727,35.62736070138632,34.39295644114921
